Date,AwayTeam,AwayJersey,HomeTeam,HomeJersey
9/21/21,MIN,Road gray Mike Bell MB memorial patch,CHC,Home white
9/21/21,PIT,Road black,CIN,Home white Joe Morgan 8 memorial patch
9/21/21,KCR,Road gray,CLE,Home red
9/21/21,LAD,Road gray Los Angeles Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,COL,Home purple 2021 All Star Game patch
9/21/21,CHW,Road gray Martyl Reinsdorf MR memorial patch,DET,Home white
9/21/21,HOU,Road gray,LAA,Home white
9/21/21,WSN,Road navy,MIA,Home white
9/21/21,STL,Road gray Bob Gibson 45 memorial patch,MIL,Home cream Hank Aaron 44 memorial patch
9/21/21,TEX,Road royal,NYY,Home white Whitey Ford 16 memorial patch
9/21/21,SEA,Road navy,OAK,Home kelly green
9/21/21,BAL,Road gray,PHI,Home white Dick Allen 15 memorial patch
9/21/21,SFG,Road gray,SDP,Home white
9/21/21,TOR,Road royal,TBR,Home white
9/22/21,ATL,Road gray 150th season patch,ARI,Home black
9/22/21,NYM,Road royal Tom Seaver 41 memorial patch,BOS,City Connect
9/22/21,MIN,Road navy Mike Bell MB memorial patch,CHC,Home white
9/22/21,PIT,Postponed - 9/27/21,CIN,Postponed - 9/27/21
9/22/21,KCR,Postponed - 9/27/21,CLE,Postponed - 9/27/21
9/22/21,LAD,Road gray Los Angeles Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,COL,Home purple 2021 All Star Game patch
9/22/21,CHW,Postponed - 9/27/21,DET,Postponed - 9/27/21
9/22/21,HOU,Road gray,LAA,Home red
9/22/21,WSN,Road navy,MIA,Home white
9/22/21,STL,Road gray Bob Gibson 45 memorial patch,MIL,Home cream Hank Aaron 44 memorial patch
9/22/21,TEX,Road royal,NYY,Home white Whitey Ford 16 memorial patch
9/22/21,SEA,Road navy,OAK,Home green
9/22/21,BAL,Road gray,PHI,Home white Dick Allen 15 memorial patch
9/22/21,SFG,Road gray,SDP,Home white
9/22/21,TOR,Road powder,TBR,Home navy
9/23/21,ATL,Road gray 150th season patch,ARI,Home white sand accents
9/23/21,TEX,Road royal,BAL,Home white
9/23/21,WSN,Road navy,CIN,Home white Joe Morgan 8 memorial patch
9/23/21,CHW,Road black Martyl Reinsdorf MR memorial patch,CLE,Home white
9/23/21,CHW,Road gray Martyl Reinsdorf MR memorial patch,CLE,Home white
9/23/21,LAD,Road gray Los Angeles Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,COL,Home purple 2021 All Star Game patch
9/23/21,HOU,Road gray,LAA,Home white
9/23/21,STL,Road gray Bob Gibson 45 memorial patch,MIL,Home cream Hank Aaron 44 memorial patch
9/23/21,TOR,Road gray,MIN,Home white Mike Bell MB memorial patch
9/23/21,SEA,Road navy,OAK,Home kelly green
9/23/21,PIT,Road black,PHI,Home throwback Dick Allen 15 memorial patch
9/23/21,SFG,Road gray,SDP,Home white
9/24/21,LAD,Road gray Los Angeles Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,ARI,City Connect
9/24/21,TEX,Road gray,BAL,Home black
9/24/21,NYY,Road gray Whitey Ford 16 memorial patch,BOS,City Connect
9/24/21,STL,Road gray Bob Gibson 45 memorial patch,CHC,City Connect
9/24/21,STL,Road gray Bob Gibson 45 memorial patch,CHC,Home white
9/24/21,WSN,Road navy,CIN,Home red Hispanic Heritage
9/24/21,CHW,Road gray Martyl Reinsdorf MR memorial patch,CLE,Home red
9/24/21,SFG,Road gray,COL,Home purple 2021 All Star Game patch
9/24/21,KCR,Road gray,DET,Home white
9/24/21,SEA,Road navy,LAA,Home white
9/24/21,NYM,Road gray Tom Seaver 41 memorial patch,MIL,Home white Hank Aaron 44 memorial patch
9/24/21,TOR,Road royal,MIN,Home navy Mike Bell MB memorial patch
9/24/21,HOU,Road gray,OAK,Home white
9/24/21,PIT,Road gray,PHI,Home white Dick Allen 15 memorial patch
9/24/21,ATL,Road navy 150th season patch,SDP,Home white
9/24/21,MIA,Road gray,TBR,Home navy
9/25/21,LAD,Road gray Los Angeles Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,ARI,City Connect
9/25/21,TEX,Road gray,BAL,Home orange
9/25/21,NYY,Road gray Whitey Ford 16 memorial patch,BOS,Home red
9/25/21,STL,Road powder Bob Gibson 45 memorial patch,CHC,Home white
9/25/21,WSN,Road navy,CIN,Home red Joe Morgan 8 memorial patch
9/25/21,CHW,Road black Martyl Reinsdorf MR memorial patch,CLE,Home white
9/25/21,SFG,Road gray,COL,Home black 2021 All Star Game patch
9/25/21,KCR,Road gray,DET,Home white
9/25/21,SEA,Road teal,LAA,Home red
9/25/21,NYM,Road gray Tom Seaver 41 memorial patch,MIL,Home white Hank Aaron 44 memorial patch
9/25/21,TOR,Road royal,MIN,Home powder Mike Bell MB memorial patch
9/25/21,HOU,Road orange,OAK,Home green
9/25/21,PIT,Road gray,PHI,Home cream Dick Allen 15 memorial patch
9/25/21,ATL,Road navy 150th season patch,SDP,Home white
9/25/21,MIA,Road gray,TBR,Home navy
9/26/21,LAD,Road gray Los Angeles Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,ARI,City Connect
9/26/21,TEX,Road gray,BAL,Home white
9/26/21,NYY,Road gray Whitey Ford 16 memorial patch,BOS,Home white
9/26/21,STL,Road gray Bob Gibson 45 memorial patch,CHC,Home white
9/26/21,WSN,Road gray,CIN,Home red Joe Morgan 8 memorial patch
9/26/21,CHW,Road black Martyl Reinsdorf MR memorial patch,CLE,Home white
9/26/21,SFG,Road gray,COL,Home purple 2021 All Star Game patch
9/26/21,KCR,Road royal,DET,Home white
9/26/21,SEA,Road navy,LAA,Home white
9/26/21,NYM,Road royal Tom Seaver 41 memorial patch,MIL,Home white Hank Aaron 44 memorial patch
9/26/21,TOR,Road royal,MIN,Home white Mike Bell MB memorial patch
9/26/21,HOU,Road orange,OAK,Home white
9/26/21,PIT,Road black,PHI,Home cream Dick Allen 15 memorial patch
9/26/21,ATL,Road gray 150th season patch,SDP,Home camo brown
9/26/21,MIA,Road gray,TBR,Home powder throwback hat
9/27/21,PIT,Road black,CIN,Home white Joe Morgan 8 memorial patch
9/27/21,KCR,Road gray,CLE,Home red
9/27/21,WSN,Road gray,COL,Home white 2021 All Star Game patch
9/27/21,CHW,Road black Martyl Reinsdorf MR memorial patch,DET,Home white
9/27/21,OAK,Road gray,SEA,Home white
9/28/21,PHI,Road gray Dick Allen 15 memorial patch,ATL,Home white 150th season patch
9/28/21,BOS,Road navy,BAL,Home white
9/28/21,CIN,Road gray Joe Morgan 8 memorial patch,CHW,Home black Martyl Reinsdorf MR memorial patch
9/28/21,WSN,Road gray,COL,Home purple 2021 All Star Game patch
9/28/21,TBR,Road navy,HOU,Home white
9/28/21,CLE,Road navy,KCR,Home white
9/28/21,SDP,Road brown,LAD,Home city connect Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
9/28/21,DET,Road gray,MIN,Home navy Mike Bell MB memorial patch
9/28/21,MIA,Road black,NYM,Home white Tom Seaver 41 memorial patch
9/28/21,MIA,Road gray,NYM,Home royal Tom Seaver 41 memorial patch
9/28/21,CHC,Road royal,PIT,Home black
9/28/21,OAK,Road gray,SEA,Home white
9/28/21,ARI,Road gray,SFG,City Connect
9/28/21,MIL,Road navy Hank Aaron 44 memorial patch,STL,Home white Bob Gibson 45 memorial patch
9/28/21,LAA,Road gray,TEX,Home white red hat
9/28/21,NYY,Road gray Whitey Ford 16 memorial patch,TOR,Home white
9/29/21,PHI,Road gray Dick Allen 15 memorial patch,ATL,Home white 150th season patch
9/29/21,BOS,Road navy,BAL,Home white
9/29/21,CIN,Road red Joe Morgan 8 memorial patch,CHW,Home black Martyl Reinsdorf MR memorial patch
9/29/21,WSN,Road gray,COL,Home white 2021 All Star Game patch
9/29/21,TBR,Road navy,HOU,Home white
9/29/21,CLE,Road gray,KCR,Home white
9/29/21,SDP,Road brown,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
9/29/21,DET,Road gray,MIN,Home navy Mike Bell MB memorial patch
9/29/21,MIA,Road gray,NYM,Home white Tom Seaver 41 memorial patch
9/29/21,CHC,Road royal,PIT,Home white Military Appreciation
9/29/21,OAK,Road kelly green,SEA,Home white
9/29/21,ARI,Road red snake hat,SFG,Home cream
9/29/21,MIL,Road gray Hank Aaron 44 memorial patch,STL,Home white Bob Gibson 45 memorial patch
9/29/21,LAA,Road red,TEX,Home white blue hat
9/29/21,NYY,Road gray Whitey Ford 16 memorial patch,TOR,Home powder
9/30/21,PHI,Road red Dick Allen 15 memorial patch,ATL,Home white 150th season patch
9/30/21,BOS,Road navy,BAL,Home white
9/30/21,TBR,Road navy,HOU,Home white
9/30/21,CLE,Road navy,KCR,Home white
9/30/21,SDP,Road brown,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
9/30/21,DET,Road gray,MIN,Home navy Mike Bell MB memorial patch
9/30/21,MIA,Road gray,NYM,Home royal Tom Seaver 41 memorial patch
9/30/21,CHC,Road royal,PIT,Home black
9/30/21,ARI,Road gray,SFG,Home cream
9/30/21,MIL,Road gray Hank Aaron 44 memorial patch,STL,Home white Bob Gibson 45 memorial patch
9/30/21,LAA,Road gray,TEX,Home white red hat
9/30/21,NYY,Road gray Whitey Ford 16 memorial patch,TOR,Home royal
10/1/21,COL,Road purple 2021 All Star Game patch,ARI,Home white teal accents
10/1/21,NYM,Road gray Tom Seaver 41 memorial patch,ATL,Home red 150th season patch
10/1/21,DET,Road gray,CHW,Home black Martyl Reinsdorf MR memorial patch
10/1/21,OAK,Road gray,HOU,Home orange
10/1/21,MIN,Road navy Mike Bell MB memorial patch,KCR,Home white gold trim
10/1/21,MIL,Road navy Hank Aaron 44 memorial patch,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
10/1/21,PHI,Road gray Dick Allen 15 memorial patch,MIA,City Connect
10/1/21,TBR,Road gray,NYY,Home white Whitey Ford 16 memorial patch
10/1/21,CIN,Road gray Joe Morgan 8 memorial patch,PIT,Home white
10/1/21,LAA,Road red,SEA,Home teal
10/1/21,SDP,Road sand,SFG,Home orange
10/1/21,CHC,Road royal,STL,Home white Bob Gibson 45 memorial patch
10/1/21,CLE,Road navy,TEX,Home red
10/1/21,BAL,Road gray,TOR,Home white
10/1/21,BOS,Road gray,WSN,Home navy
10/2/21,COL,Road gray 2021 All Star Game patch,ARI,Home black
10/2/21,NYM,Road royal Tom Seaver 41 memorial patch,ATL,Home white 150th season patch
10/2/21,DET,Road gray,CHW,Home black Martyl Reinsdorf MR memorial patch
10/2/21,OAK,Road gray,HOU,Home white
10/2/21,MIN,Road gray Mike Bell MB memorial patch,KCR,Home white
10/2/21,MIL,Road gray Hank Aaron 44 memorial patch,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
10/2/21,PHI,Road gray Dick Allen 15 memorial patch,MIA,City Connect
10/2/21,TBR,Road gray,NYY,Home white Whitey Ford 16 memorial patch
10/2/21,CIN,Road gray Joe Morgan 8 memorial patch,PIT,Home white
10/2/21,LAA,Road red,SEA,Home navy
10/2/21,SDP,Road sand,SFG,Home cream
10/2/21,CHC,Road royal,STL,Home cream Bob Gibson 45 memorial patch
10/2/21,CLE,Road gray,TEX,Home white red hat
10/2/21,BAL,Road gray,TOR,Home royal
10/2/21,BOS,Road gray,WSN,Home red
10/3/21,COL,Road black 2021 All Star Game patch,ARI,Home red snake hat Childhood Cancer Awareness patch
10/3/21,NYM,Road gray Tom Seaver 41 memorial patch,ATL,Home cream
10/3/21,DET,Road gray,CHW,Home throwback Martyl Reinsdorf MR memorial patch
10/3/21,OAK,Road gray,HOU,Home navy
10/3/21,MIN,Road gray Mike Bell MB memorial patch,KCR,Home powder
10/3/21,MIL,Road gray Hank Aaron 44 memorial patch,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
10/3/21,PHI,Road red Dick Allen 15 memorial patch,MIA,Home white
10/3/21,TBR,Road gray,NYY,Home white Whitey Ford 16 memorial patch
10/3/21,CIN,Road gray Joe Morgan 8 memorial patch,PIT,Home white
10/3/21,LAA,Road red,SEA,Home cream
10/3/21,SDP,Road sand,SFG,Home cream
10/3/21,CHC,Road royal,STL,Home white Sunday hat Bob Gibson 45 memorial patch
10/3/21,CLE,Road navy,TEX,Home powder
10/3/21,BAL,Road gray,TOR,Home powder
10/3/21,BOS,Road gray,WSN,Home white Curly W
