8,INF,Cody Morissette,L,Jacksonville,Active,No
23,INF,Brian Navarreto,R,Jacksonville,Active,No
17,OF,Ethan O’Donnell,L,Jacksonville,Active,No
5,INF,Johnny Olmstead,R,Jacksonville,Active,No
40,P,Luis Palacios,L,Jacksonville,Active,No
10,INF,Graham Pauley,L,Jacksonville,Active,Yes
4,OF,Andrew Pintar,R,Jacksonville,Active,No
35,P,Jack Ralston,R,Jacksonville,Active,No
28,C,Agustín Ramírez,R,Jacksonville,Active,Yes
7,OF,Esteury Ruiz,R,Jacksonville,Promoted,Yes
6,INF,Jared Serna,R,Jacksonville,Active,Yes
19,P,Robby Snelling,L,Jacksonville,Promoted,Yes
11,OF,Kyle Stowers,L,Jacksonville,Promoted,Yes
,RP,Jesus Tinoco,R,Jacksonville,Full-Season IL,No
28,P,Jake Walkinshaw,R,Jacksonville,Injured List,No
24,P,Josh White,R,Jacksonville,Active,Yes
39,P,Thomas White,L,Jacksonville,Active,No
27,P,Tyler Zuber,R,Jacksonville,Active,No
36,P,Elvis Alvarado,R,Las Vegas,Active,Yes
64,P,Nick Anderson,R,Las Vegas,Active,No
3,INF,Euribiel Angeles,R,Las Vegas,Demoted,No
22,P,Mason Barnett,R,Las Vegas,Not Yet Reported,Yes
18,P,Brady Basso,L,Las Vegas,Active,Yes
,P,Blake Beers,R,Las Vegas,60-day IL,No
33,OF,Henry Bolte,R,Las Vegas,Promoted,No
35,P,Ben Bowden,L,Las Vegas,Active,No
32,P,Stevie Emanuels,P,Las Vegas,Active,No
40,P,Joey Estes,R,Las Vegas,Active,Yes
44,P,Tyler Ferguson (CHC),R,Las Vegas,Traded,No
20,INF,Zack Gelof,R,Las Vegas,Promoted,Yes
11,INF,Brett Harris,R,Las Vegas,Not Yet Reported,Yes
31,P,Geoff Hartlieb,R,Las Vegas,Active,No
30,P,Nick Hernandez,R,Las Vegas,Active,No
14,P,Gage Jump,L,Las Vegas,Active,No
49,P,Michael Kelly,R,Las Vegas,Active,Yes
57,P,Brooks Kriske,R,Las Vegas,Promoted,Yes
29,P,Matt Krook,L,Las Vegas,Active,No
47,P,Joel Kuhnel,R,Las Vegas,Promoted,Yes
27,C,Bryan Lavastida,R,Las Vegas,Active,No
12,OF,Cade Marlowe,L,Las Vegas,Active,No
13,INF,Joey Meneses,R,Las Vegas,Active,No
19,P,Luis Morales,R,Las Vegas,Active,Yes
77,P,Kade Morris,R,Las Vegas,Active,No
28,P,Braden Nett,R,Las Vegas,Injured List,Yes
